mmsi,length,tonnage,tonnage_type,Engine_Power,Power_Units,power
529578000,86.09,"2,713.00",GT,1471,KW,1471.0
356591000,114.85,"4,177.00",GRT,6200,KW,6200.0
441923000,99.02,"2,004.00",GT,5400,PS,3996.0
441759000,109,"4,428.00",GT,6500,PS,4810.0
353242000,124.5,"5,757.00",GRT,5950,HP,4462.5
353242000,124.5,"5,757.00",GRT,5950,HP,4462.5
355513000,110.22,"5,024.00",GRT,7200,HP,5400.0
441725000,110.03,"4,071.00",GRT,6500,PS,4810.0
440237000,100.98,"3,747.00",GT,4400,HP,3300.0
529529000,103.73,"3,835.00",GRT,3282,KW,3282.0
441720000,93.39,"2,623.00",GT,2000,PS,1480.0
441720000,93.39,"2,623.00",GT,2000,PS,1480.0
352247000,115,"5,286.00",GRT,6800,HP,5100.0
352475000,120.73,"4,392.00",GRT,4200,HP,3150.0
354683000,83.76,"2,581.00",GRT,2000,PS,1480.0
355295000,113.37,"4,490.00",GRT,4070,KW,4070.0
572641210,70.4,"1,734.00",GRT,1655,KW,1655.0
576687000,88.94,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,"2,581.00",GT,1471,KW,1471.0
352844000,92.21,"3,264.00",GRT,3900,HP,2925.0
355966000,120.75,"4,458.00",GRT,5600,HP,4200.0
355874000,99.2,"3,520.00",GRT,5400,HP,4050.0
354874000,85.83,"2,856.00",GRT,3660,PS,2708.4
353185000,114.82,"4,177.00",GRT,2950,KW,2950.0
353185000,114.82,"4,177.00",GRT,2950,KW,2950.0
353185000,114.82,"4,177.00",GRT,2950,KW,2950.0
353185000,114.82,"4,177.00",GRT,2950,KW,2950.0
353185000,114.82,"4,177.00",GRT,2950,KW,2950.0
354493000,120.75,"4,457.00",GRT,3090,KW,3090.0
576419000,106.86,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,"3,802.00",GT,2942,KW,2942.0
529567000,116.2,"4,471.00",GRT,6080,HP,4560.0
355802000,113.34,"4,446.00",GRT,5600,KW,5600.0
357020000,100.98,"4,361.00",GRT,6407,HP,4805.25
576276000,99.5,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,"3,822.00",GT,4000,PS,2960.0
576277000,95.92,"2,781.00",GRT,2647,KW,2647.0
576277000,95.92,"2,781.00",GRT,2647,KW,2647.0
576277000,95.92,"2,781.00",GRT,2647,KW,2647.0
576277000,95.92,"2,781.00",GRT,2647,KW,2647.0
576277000,95.92,"2,781.00",GRT,2647,KW,2647.0
567046600,101.26,"2,966.00",GRT,2206,KW,2206.0
576732000,100.98,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,"3,936.00",GT,2942,KW,2942.0
576420000,91.48,"3,050.00",GT,1471,KW,1471.0
576420000,91.48,"3,050.00",GT,1471,KW,1471.0
576420000,91.48,"3,050.00",GT,1471,KW,1471.0
576420000,91.48,"3,050.00",GT,1471,KW,1471.0
352533000,91.03,"3,574.00",GRT,5400,KW,5400.0
529650000,95.08,"3,835.00",GRT,3312,KW,3312.0
441240000,78.72,"1,488.00",GT,1470,KW,1470.0
441240000,78.72,"1,488.00",GT,1470,KW,1470.0
356889000,93.36,"3,767.00",GRT,3089,KW,3089.0
355199000,100.72,"3,767.00",GT,3089,HP,2316.75
577314000,120.2,"4,574.00",GRT,4120,KW,4120.0
548352100,65.85,"1,239.00",GT,1800,HP,1350.0
529766000,96.98,"3,183.00",GRT,2427,KW,2427.0
567175000,81.73,"2,285.00",GRT,6,KW,6.0
355141000,93.88,"2,829.00",GRT,3315,HP,2486.25
352085000,124.7,"4,964.00",GRT,5150,KW,5150.0
576285000,105.37,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,"3,519.00",GT,2942,KW,2942.0
354136000,97.7,"4,007.00",GRT,3200,KW,3200.0
576414000,94.65,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,"3,496.00",GT,2942,KW,2942.0
413692650,77.02,"1,593.00",GT,1103,HP,827.25
413692650,77.02,"1,593.00",GT,1103,HP,827.25
200001140,77,"1,588.00",GT,1323,HP,992.25
200001140,77,"1,588.00",GT,1323,HP,992.25
529382000,120.2,"4,574.00",GRT,4120,KW,4120.0
529382000,120.2,"4,574.00",GRT,4120,KW,4120.0
529382000,120.2,"4,574.00",GRT,4120,KW,4120.0
529382000,120.2,"4,574.00",GRT,4120,KW,4120.0
529268000,112.9,"4,056.00",GRT,4560,KW,4560.0
452976810,110,"4,999.00",GRT,2942,KW,2942.0
529782000,181.6,"25,800.00",GRT,7168,KW,7168.0
529770000,102.39,"4,629.00",GRT,2426,KW,2426.0
529607000,80.68,"1,998.00",GRT,735,KW,735.0
371812000,140.44,"9,072.00",GRT,6863,KW,6863.0
371812000,140.44,"9,072.00",GRT,6863,KW,6863.0
353019000,102.81,"4,109.00",GRT,4450,PS,3293.0
353019000,102.81,"4,109.00",GRT,4450,PS,3293.0
529765000,105.6,"4,067.00",GRT,2880,HP,2160.0
529615000,80.76,"1,596.00",GRT,721,KW,721.0
416004268,23.95,97.66,GT,940,HP,705.0
355909000,70,"1,292.00",GRT,1342,KW,1342.0
416004246,35.7,188,GT,1032,HP,774.0
416004246,35.7,188,GT,1032,HP,774.0
371790000,100.98,"4,202.00",GRT,3550,KW,3550.0
529354000,107.96,"4,238.00",GRT,3501,KW,3501.0
273353640,108.34,"4,148.00",GRT,4500,PS,3330.0
356514000,130.07,"7,800.00",GRT,7060,KW,7060.0
354716000,124.7,"4,936.00",GRT,5150,KW,5150.0
371335000,138.38,"6,268.00",GRT,8306,KW,8306.0
354469000,124.7,"4,939.00",GRT,5150,KW,5150.0
372910000,110.2,"4,986.00",GRT,7097,KW,7097.0
357788000,78.72,"1,890.00",GRT,1491,KW,1491.0
357788000,78.72,"1,890.00",GRT,1491,KW,1491.0
357788000,78.72,"1,890.00",GRT,1491,KW,1491.0
357788000,78.72,"1,890.00",GRT,1491,KW,1491.0
371596000,104,"4,989.00",GRT,3655,KW,3655.0
576328000,99.06,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,"3,989.00",GT,2998,KW,2998.0
356386000,120.7,"4,444.00",GRT,5600,HP,4200.0
352545000,96.95,"2,689.00",GRT,2800,HP,2100.0
352545000,96.95,"2,689.00",GRT,2800,HP,2100.0
416004367,23.9,99,GT,940,HP,705.0
412420596,40.67,345,GT,698,KW,698.0
412420596,40.67,345,GT,698,KW,698.0
416001591,20.3,30.26,GT,380,HP,285.0
416001427,21.65,31.13,GT,545,HP,408.75
416000448,21.95,33.71,GT,425,HP,318.75
416004375,23.85,99.69,GT,940,HP,705.0
416004363,23.8,78,GT,750,HP,562.5
416002745,39.2,283,GT,1800,HP,1350.0
529466000,103.4,"3,878.00",GRT,4118,KW,4118.0
416004339,23.9,99.59,GT,940,HP,705.0
416004339,23.9,99.59,GT,940,HP,705.0
277397000,134,"7,326.00",GRT,7060,KW,7060.0
277397000,134,"7,326.00",GRT,7060,KW,7060.0
412371179,48.03,577,GT,698,KW,698.0
412371179,48.03,577,GT,698,KW,698.0
510054000,79.35,"1,788.00",GT,2795,KW,2795.0
577082000,107.88,"4,394.00",GRT,4413,KW,4413.0
577082000,107.88,"4,394.00",GRT,4413,KW,4413.0
441834000,116.78,"5,578.00",GT,7140,HP,5355.0
416239700,35.7,198,GT,1032,HP,774.0
416239700,35.7,198,GT,1032,HP,774.0
416004409,23.85,98.48,GT,940,HP,705.0
432856000,49.3,392,GRT,735,KW,735.0
432856000,49.3,392,GRT,735,KW,735.0
432856000,49.3,392,GRT,735,KW,735.0
432856000,49.3,392,GRT,735,KW,735.0
303137000,225.8,"1,930.00",GRT,4425,HP,3318.75
303137000,225.8,"1,930.00",GRT,4425,HP,3318.75
520241000,41.5,268,GRT,610,KW,610.0
529777000,109.7,"5,537.00",GRT,2460,KW,2460.0
356567000,144.34,"12,413.00",GRT,10188,HP,7641.0
356567000,144.34,"12,413.00",GRT,10188,HP,7641.0
440217000,112.04,"4,643.00",GT,5600,HP,4200.0
440217000,112.04,"4,643.00",GT,5600,HP,4200.0
416004411,23.7,99.6,GT,940,HP,705.0
416368000,59.2,627,GT,1600,HP,1200.0
416368000,59.2,627,GT,1600,HP,1200.0
416368000,59.2,627,GT,1600,HP,1200.0
431678000,116.7,"4,992.00",GRT,6230,PS,4610.2
431678000,116.7,"4,992.00",GRT,6230,PS,4610.2
431678000,116.7,"4,992.00",GRT,6230,PS,4610.2
431678000,116.7,"4,992.00",GRT,6230,PS,4610.2
431678000,116.7,"4,992.00",GRT,6230,PS,4610.2
441166000,79.56,"1,014.00",GT,4503,HP,3377.25
441166000,79.56,"1,014.00",GT,4503,HP,3377.25
432850000,57.42,"1,284.00",GRT,1800,KW,1800.0
416004427,23.95,99.76,GT,940,HP,705.0
416240800,35.7,198,GT,1032,HP,774.0
416240800,35.7,198,GT,1032,HP,774.0
367534310,81.1,144,GRT,540,HP,405.0
367534310,81.1,144,GRT,540,HP,405.0
412371181,66.18,"1,640.00",GT,2280,KW,2280.0
416238800,71.79,"1,428.00",GT,3600,HP,2700.0
416004421,23.9,99.75,GT,600,HP,450.0
416004421,23.9,99.75,GT,600,HP,450.0
520243000,40.5,252.78,GRT,555,KW,555.0
416004418,23.8,98.98,GT,1032,HP,774.0
354036000,94.5,"3,649.00",GRT,1802,KW,1802.0
354036000,94.5,"3,649.00",GRT,1802,KW,1802.0
412420812,44.19,473,GT,1262,HP,946.5
412420812,44.19,473,GT,1262,HP,946.5
412328731,57.3,"1,203.00",GT,2205,KW,2205.0
416004442,23.92,98.82,GT,939,HP,704.25
416240900,71.79,"1,428.00",GT,3600,HP,2700.0
441853000,79.56,"1,014.00",GT,4503,HP,3377.25
441853000,79.56,"1,014.00",GT,4503,HP,3377.25
432878000,49.99,439,GRT,736,KW,736.0
432878000,49.99,439,GRT,736,KW,736.0
432878000,49.99,439,GRT,736,KW,736.0
432878000,49.99,439,GRT,736,KW,736.0
432878000,49.99,439,GRT,736,KW,736.0
412328761,36.52,270,GT,550,KW,550.0
412328759,36.52,270,GT,550,KW,550.0
412328758,36.52,270,GT,550,KW,550.0
412328757,36.52,270,GT,550,KW,550.0
441220243,36.52,270,GT,550,KW,550.0
412328755,36.52,270,GT,550,KW,550.0
357497000,117.31,"4,970.00",GRT,5150,KW,5150.0
412371182,66.18,"1,640.00",GT,2880,KW,2880.0
338622000,181.9,"1,299.00",GRT,3600,HP,2700.0
338622000,181.9,"1,299.00",GRT,3600,HP,2700.0
338622000,181.9,"1,299.00",GRT,3600,HP,2700.0
416004507,23.9,99.87,GT,940,HP,705.0
416004507,23.9,99.87,GT,940,HP,705.0
416004463,23.8,98.91,GT,1032,HP,774.0
441869000,32.57,173,GT,1000,HP,750.0
441869000,32.57,173,GT,1000,HP,750.0
416004469,23.8,99.8,GT,940,HP,705.0
540011500,24,120,GT,380,KW,380.0
352515000,138,"6,117.00",GRT,7890,KW,7890.0
352515000,138,"6,117.00",GRT,7890,KW,7890.0
529758000,78.88,"1,995.00",GRT,735,KW,735.0
359004000,82.83,"2,157.00",GT,4385,HP,3288.75
359004000,82.83,"2,157.00",GT,4385,HP,3288.75
359004000,82.83,"2,157.00",GT,4385,HP,3288.75
359003000,78.1,"2,058.00",GT,4407,HP,3305.25
359003000,78.1,"2,058.00",GT,4407,HP,3305.25
359003000,78.1,"2,058.00",GT,4407,HP,3305.25
359003000,78.1,"2,058.00",GT,4407,HP,3305.25
416004485,23.9,99.75,GT,940,HP,705.0
432896000,29.98,119,GRT,735,KW,735.0
432894000,49.3,398,GRT,736,KW,736.0
432894000,49.3,398,GRT,736,KW,736.0
432894000,49.3,398,GRT,736,KW,736.0
432894000,49.3,398,GRT,736,KW,736.0
432894000,49.3,398,GRT,736,KW,736.0
416242800,35.5,205,GT,1032,HP,774.0
416242800,35.5,205,GT,1032,HP,774.0
373443000,112.39,"6,420.00",GRT,8922,,
373443000,112.39,"6,420.00",GRT,8922,,
355317000,79.83,"2,113.00",GRT,2207,KW,2207.0
357805000,141.99,"12,383.00",GRT,4437,KW,4437.0
352349000,125.01,"7,307.00",GRT,9600,KW,9600.0
352349000,125.01,"7,307.00",GRT,9600,KW,9600.0
518100015,112,"5,360.00",GRT,4200,KW,4200.0
412460002,34,268,GT,426,KW,426.0
441220316,47.99,577,GT,735,KW,735.0
441220316,47.99,577,GT,735,KW,735.0
432907000,29.98,119,GRT,735,KW,735.0
432907000,29.98,119,GRT,735,KW,735.0
416004582,23.95,99.75,GT,940,HP,705.0
245973000,117.3,"5,100.00",GRT,4900,HP,3675.0
245973000,117.3,"5,100.00",GRT,4900,HP,3675.0
245973000,117.3,"5,100.00",GRT,4900,HP,3675.0
529604000,79.77,"2,047.00",GRT,2206,KW,2206.0
412460075,38.15,296,GT,596,KW,596.0
412460075,38.15,296,GT,596,KW,596.0
540010700,19,67,GT,338,KW,338.0
540010800,18,67,GT,338,KW,338.0
416004583,23.9,99.76,GT,940,HP,705.0
416004583,23.9,99.76,GT,940,HP,705.0
412283999,50.8,625,GT,1176,KW,1176.0
412283999,50.8,625,GT,1176,KW,1176.0
412283999,50.8,625,GT,1176,KW,1176.0
412329403,40.22,357,GT,735,KW,735.0
412329403,40.22,357,GT,735,KW,735.0
441922000,118,"5,036.00",GRT,2880,KW,2880.0
432924000,49.99,439,GRT,736,KW,736.0
432924000,49.99,439,GRT,736,KW,736.0
432924000,49.99,439,GRT,736,KW,736.0
432924000,49.99,439,GRT,736,KW,736.0
432918000,49.99,439,GRT,736,KW,736.0
432918000,49.99,439,GRT,736,KW,736.0
432918000,49.99,439,GRT,736,KW,736.0
432918000,49.99,439,GRT,736,KW,736.0
432918000,49.99,439,GRT,736,KW,736.0
416004594,23.9,99.25,GT,1000,HP,750.0
416004594,23.9,99.25,GT,1000,HP,750.0
416004624,23.9,99.82,GT,940,HP,705.0
370599000,127.81,"6,558.00",GRT,4550,KW,4550.0
370599000,127.81,"6,558.00",GRT,4550,KW,4550.0
370599000,127.81,"6,558.00",GRT,4550,KW,4550.0
370599000,127.81,"6,558.00",GRT,4550,KW,4550.0
370599000,127.81,"6,558.00",GRT,4550,KW,4550.0
577132000,134.15,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,"6,558.00",GT,4550,KW,4550.0
553111690,79.5,"1,893.00",GRT,4500,HP,3375.0
432914000,50.59,436,GRT,736,KW,736.0
432914000,50.59,436,GRT,736,KW,736.0
432914000,50.59,436,GRT,736,KW,736.0
432914000,50.59,436,GRT,736,KW,736.0
352241000,120.75,"4,522.00",GRT,2993,KW,2993.0
352241000,120.75,"4,522.00",GRT,2993,KW,2993.0
352241000,120.75,"4,522.00",GRT,2993,KW,2993.0
352241000,120.75,"4,522.00",GRT,2993,KW,2993.0
352241000,120.75,"4,522.00",GRT,2993,KW,2993.0
367571490,85.8,170,GRT,1200,HP,900.0
367571490,85.8,170,GRT,1200,HP,900.0
440097000,124,"5,469.00",GT,7000,PS,5180.0
432936000,50.59,436,GRT,735,KW,735.0
432936000,50.59,436,GRT,735,KW,735.0
432936000,50.59,436,GRT,735,KW,735.0
432936000,50.59,436,GRT,735,KW,735.0
432899000,61.46,699,GRT,1641,KW,1641.0
432899000,61.46,699,GRT,1641,KW,1641.0
529771000,69.95,999,GRT,1323,KW,1323.0
412420851,41,460,GT,735,KW,735.0
412420851,41,460,GT,735,KW,735.0
244820009,117,"5,110.00",GRT,4902,,
244820009,117,"5,110.00",GRT,4902,,
244820009,117,"5,110.00",GRT,4902,,
432942000,50.59,436,GRT,736,KW,736.0
432942000,50.59,436,GRT,736,KW,736.0
432942000,50.59,436,GRT,736,KW,736.0
432942000,50.59,436,GRT,736,KW,736.0
416003600,53.7,535,GT,1100,HP,825.0
416003600,53.7,535,GT,1100,HP,825.0
412420875,44.19,473,GT,928,KW,928.0
412420875,44.19,473,GT,928,KW,928.0
412420877,44.19,473,GT,928,KW,928.0
412420877,44.19,473,GT,928,KW,928.0
553111698,71.79,"1,349.00",GRT,2647,KW,2647.0
412460281,38.85,302,GT,890,KW,890.0
412460281,38.85,302,GT,890,KW,890.0
412460282,38.85,302,GT,890,KW,890.0
412460282,38.85,302,GT,890,KW,890.0
412460283,38.85,302,GT,890,KW,890.0
412460283,38.85,302,GT,890,KW,890.0
412460284,38.85,302,GT,890,KW,890.0
412460284,38.85,302,GT,890,KW,890.0
412420896,41,462,GT,720,KW,720.0
412420896,41,462,GT,720,KW,720.0
412420901,41,462,GT,720,KW,720.0
412420901,41,462,GT,720,KW,720.0
412420903,41,462,GT,720,KW,720.0
412420903,41,462,GT,720,KW,720.0
416004648,23.95,99,GT,1032,HP,774.0
431135000,49.99,684,GT,735,KW,735.0
431135000,49.99,684,GT,735,KW,735.0
431135000,49.99,684,GT,735,KW,735.0
431135000,49.99,684,GT,735,KW,735.0
412460285,38.85,302,GT,850,KW,850.0
412460285,38.85,302,GT,850,KW,850.0
412460286,38.85,302,GT,850,KW,850.0
412460286,38.85,302,GT,850,KW,850.0
412460287,38.85,302,GT,850,KW,850.0
412460287,38.85,302,GT,850,KW,850.0
412460288,38.85,302,GT,850,KW,850.0
412460288,38.85,302,GT,850,KW,850.0
412460289,38.85,302,GT,850,KW,850.0
412460289,38.85,302,GT,850,KW,850.0
416004675,23.9,99.68,GT,1032,HP,774.0
412460115,38.15,296,GT,596,KW,596.0
441930000,79.56,"1,016.00",GT,4500,HP,3375.0
553111712,70.59,"1,557.00",GRT,2674,KW,2674.0
412420906,41,461,GT,810,KW,810.0
412420906,41,461,GT,810,KW,810.0
412460029,49.14,619,GT,735,KW,735.0
412460029,49.14,619,GT,735,KW,735.0
412460299,49.99,619,GT,735,KW,735.0
412460299,49.99,619,GT,735,KW,735.0
416004687,23.9,99.68,GT,1032,HP,774.0
412420891,41,462,GT,735,KW,735.0
412420891,41,462,GT,735,KW,735.0
352784000,125.03,"7,307.00",GRT,9600,KW,9600.0
352784000,125.03,"7,307.00",GRT,9600,KW,9600.0
412420892,43.2,496,GT,1029,KW,1029.0
412420892,43.2,496,GT,1029,KW,1029.0
212121212,43.2,496,GT,1029,KW,1029.0
212121212,43.2,496,GT,1029,KW,1029.0
212121212,43.2,496,GT,1029,KW,1029.0
412209183,49.15,558,GT,735,KW,735.0
412209183,49.15,558,GT,735,KW,735.0
357735000,127.38,"7,367.00",GRT,9600,,
357735000,127.38,"7,367.00",GRT,9600,,
440257000,117.31,"4,988.00",GRT,7000,HP,5250.0
576689000,141,"8,483.00",GRT,10550,HP,7912.5
576689000,141,"8,483.00",GRT,10550,HP,7912.5
576711000,141.58,"8,519.00",GRT,9600,HP,7200.0
576711000,141.58,"8,519.00",GRT,9600,HP,7200.0
440053000,79.56,"1,016.00",GT,4500,HP,3375.0
416245700,23.95,99.17,GT,940,HP,705.0
432943000,50.59,436,GRT,735,KW,735.0
432943000,50.59,436,GRT,735,KW,735.0
432943000,50.59,436,GRT,735,KW,735.0
432943000,50.59,436,GRT,735,KW,735.0
353981000,143.3,"9,997.00",GRT,15600,KW,15600.0
353981000,143.3,"9,997.00",GRT,15600,KW,15600.0
353306000,127.38,"7,367.00",GRT,9600,KW,9600.0
353306000,127.38,"7,367.00",GRT,9600,KW,9600.0
416004704,18.4,25.19,GT,450,HP,337.5
412371194,75.34,"1,792.00",GT,2648,KW,2648.0
432966000,63.74,"1,470.00",GRT,2647,KW,2647.0
432962000,49.99,439,GRT,736,KW,736.0
432962000,49.99,439,GRT,736,KW,736.0
432962000,49.99,439,GRT,736,KW,736.0
432962000,49.99,439,GRT,736,KW,736.0
432962000,49.99,439,GRT,736,KW,736.0
440104000,70.76,"1,016.00",GT,4870,HP,3652.5
432971000,50.59,479,GRT,736,KW,736.0
432971000,50.59,479,GRT,736,KW,736.0
432971000,50.59,479,GRT,736,KW,736.0
432971000,50.59,479,GRT,736,KW,736.0
548051500,61.85,"1,100.00",GT,2647,KW,2647.0
351747000,126.39,"7,355.00",GRT,9600,KW,9600.0
351747000,126.39,"7,355.00",GRT,9600,KW,9600.0
440220000,94,"2,604.00",GRT,2800,HP,2100.0
440220000,94,"2,604.00",GRT,2800,HP,2100.0
351350000,113.16,"4,546.00",GRT,3900,KW,3900.0
440214000,136.83,"5,893.00",GT,6350,PS,4699.0
432987000,49.65,439,GRT,735,KW,735.0
432987000,49.65,439,GRT,735,KW,735.0
432987000,49.65,439,GRT,735,KW,735.0
432987000,49.65,439,GRT,735,KW,735.0
432987000,49.65,439,GRT,735,KW,735.0
440222000,108.02,"3,696.00",GT,3603,KW,3603.0
412480433,26.98,122,GT,198,KW,198.0
577161000,90.76,"3,132.00",GRT,2700,KW,2700.0
577161000,90.76,"3,132.00",GRT,2700,KW,2700.0
412460296,35.3,295,GT,500,KW,500.0
412460297,35.3,295,GT,500,KW,500.0
432984000,50.59,479,GRT,736,KW,736.0
432984000,50.59,479,GRT,736,KW,736.0
432984000,50.59,479,GRT,736,KW,736.0
432984000,50.59,479,GRT,736,KW,736.0
432955000,49.3,398,GRT,735,KW,735.0
432955000,49.3,398,GRT,735,KW,735.0
432955000,49.3,398,GRT,735,KW,735.0
432955000,49.3,398,GRT,735,KW,735.0
432955000,49.3,398,GRT,735,KW,735.0
440241000,119.15,"4,273.00",GT,6080,PS,4499.2
412371197,49.3,411,GT,596,KW,596.0
412371197,49.3,411,GT,596,KW,596.0
412371198,49.3,411,GT,596,KW,596.0
412371198,49.3,411,GT,596,KW,596.0
416247500,23.9,99.13,GT,940,HP,705.0
412209233,33.9,271,GT,810,KW,810.0
412331029,51.2,698,GT,1176,KW,1176.0
412331029,51.2,698,GT,1176,KW,1176.0
412331031,51.2,698,GT,1176,KW,1176.0
412331031,51.2,698,GT,1176,KW,1176.0
416004759,38.1,273,GT,1032,HP,774.0
416004759,38.1,273,GT,1032,HP,774.0
412420911,41,461,GT,735,KW,735.0
412420911,41,461,GT,735,KW,735.0
412420913,41,461,GT,735,KW,735.0
412420913,41,461,GT,735,KW,735.0
412420915,41,461,GT,735,KW,735.0
412420915,41,461,GT,735,KW,735.0
351478000,144.34,"12,413.00",GRT,10332,HP,7749.0
351478000,144.34,"12,413.00",GRT,10332,HP,7749.0
440195000,79.6,"1,012.00",GT,4941,HP,3705.75
432990000,50.59,436,GRT,735,KW,735.0
432990000,50.59,436,GRT,735,KW,735.0
432990000,50.59,436,GRT,735,KW,735.0
432990000,50.59,436,GRT,735,KW,735.0
553111735,71.79,"1,350.00",GRT,2648,KW,2648.0
440226000,79.6,"1,012.00",GT,4941,HP,3705.75
412209234,33.9,271,GT,810,KW,810.0
416631000,52.65,497,GT,1400,HP,1050.0
416631000,52.65,497,GT,1400,HP,1050.0
416631000,52.65,497,GT,1400,HP,1050.0
416631000,52.65,497,GT,1400,HP,1050.0
371156000,129.2,"6,399.00",GRT,5480,KW,5480.0
371156000,129.2,"6,399.00",GRT,5480,KW,5480.0
244542000,99.8,"3,999.00",GT,4600,,
244542000,99.8,"3,999.00",GT,4600,,
356728000,116.33,"6,082.00",GRT,7060,KW,7060.0
356728000,116.33,"6,082.00",GRT,7060,KW,7060.0
354871000,133.59,"8,487.00",GRT,10650,KW,10650.0
354871000,133.59,"8,487.00",GRT,10650,KW,10650.0
577324000,120.7,"4,430.00",GRT,4121,KW,4121.0
440265000,110,"5,160.00",GRT,3883,HP,2912.25
553111734,70.8,"1,408.00",GRT,2635,KW,2635.0
553111733,70.8,"1,408.00",GRT,2635,KW,2635.0
548895000,71.79,"1,100.00",GT,2684,KW,2684.0
553111743,73.54,"2,338.00",GT,3309,KW,3309.0
553111738,71.79,"1,350.00",GRT,2648,KW,2648.0
577289000,50.15,547,GRT,1100,PS,814.0
577289000,50.15,547,GRT,1100,PS,814.0
416086600,53.15,449,GT,1100,HP,825.0
416086600,53.15,449,GT,1100,HP,825.0
548906000,133.95,"6,964.00",GT,5100,KW,5100.0
548905000,61.85,"1,100.00",GT,2648,KW,2648.0
553111736,70.59,"1,562.00",GRT,2647,KW,2647.0
553111744,79.9,"2,338.00",GT,3309,KW,3309.0
412201817,33.9,271,GT,810,KW,810.0
416247600,70.59,"1,484.00",GT,3600,HP,2700.0
352894000,113.37,"4,499.00",GRT,4070,KW,4070.0
352894000,113.37,"4,499.00",GRT,4070,KW,4070.0
352894000,113.37,"4,499.00",GRT,4070,KW,4070.0
352894000,113.37,"4,499.00",GRT,4070,KW,4070.0
352894000,113.37,"4,499.00",GRT,4070,KW,4070.0
529783000,56,760,GRT,544,KW,544.0
356517000,120.98,"6,971.00",GRT,9600,KW,9600.0
356517000,120.98,"6,971.00",GRT,9600,KW,9600.0
200008650,37.08,265,GT,750,KW,750.0
200008650,37.08,265,GT,750,KW,750.0
441557000,114.4,"5,667.00",GT,3995,KW,3995.0
412331078,49.4,720,GT,1470,KW,1470.0
412331079,49.4,720,GT,1470,KW,1470.0
245409000,148.52,"9,070.00",GT,6765,KW,6765.0
245409000,148.52,"9,070.00",GT,6765,KW,6765.0
245409000,148.52,"9,070.00",GT,6765,KW,6765.0
432948000,64.25,"1,331.00",GRT,2647,KW,2647.0
431006099,22.35,51,GRT,736,KW,736.0
412201818,33.9,271,GT,810,KW,810.0
636091098,126,"6,082.00",GT,7060,KW,7060.0
636091098,126,"6,082.00",GT,7060,KW,7060.0
636091098,126,"6,082.00",GT,7060,KW,7060.0
636091098,126,"6,082.00",GT,7060,KW,7060.0
636012261,141,"8,487.00",GT,7945,KW,7945.0
636012261,141,"8,487.00",GT,7945,KW,7945.0
636012261,141,"8,487.00",GT,7945,KW,7945.0
412460278,39.68,362,GT,540,KW,540.0
412460279,39.68,362,GT,540,KW,540.0
431167000,70.92,"1,884.00",GRT,2942,KW,2942.0
431167000,70.92,"1,884.00",GRT,2942,KW,2942.0
636092595,116.5,"7,687.00",GT,4500,KW,4500.0
636092595,116.5,"7,687.00",GT,4500,KW,4500.0
636092595,116.5,"7,687.00",GT,4500,KW,4500.0
553111759,71.79,"1,350.00",GRT,2646,KW,2646.0
338873000,237.6,"2,110.00",GRT,5000,HP,3750.0
338873000,237.6,"2,110.00",GRT,5000,HP,3750.0
538002582,111.06,"5,770.00",GRT,4200,KW,4200.0
441201727,25.8,157,GT,351,KW,351.0
441201728,25.8,157,GT,351,KW,351.0
441201729,25.8,157,GT,351,KW,351.0
441201730,25.8,157,GT,351,KW,351.0
441201731,25.8,157,GT,351,KW,351.0
441201732,25.8,157,GT,351,KW,351.0
