mmsi,length,length_type,tonnage,tonnage_type,Engine_Power,Power_Units,power
440523000,118.92,Overall,"5,122.00",GT,7000,KW,7000.0
277312000,128.6,Overall,,GRT,4600,KW,4600.0
277312000,128.6,Overall,,GRT,4600,KW,4600.0
529087000,99.02,Overall,,GRT,4028,KW,4028.0
277327000,113.3,Overall,,GRT,5295,KW,5295.0
412946000,86.33,Overall,"2,340.00",GT,1911,KW,1911.0
440664000,91.58,Overall,"3,302.00",GT,2942,KW,2942.0
440664000,91.58,Overall,"3,302.00",GT,2942,KW,2942.0
441032000,86.33,Overall,,GRT,1970,HP,1477.5
441032000,86.33,Overall,,GRT,1970,HP,1477.5
441032000,86.33,Overall,,GRT,1970,HP,1477.5
441032000,86.33,Overall,,GRT,1970,HP,1477.5
441032000,86.33,Overall,,GRT,1970,HP,1477.5
357058000,120.75,Overall,,GRT,5000,KW,5000.0
529052000,,Registered,,GRT,3678,KW,3678.0
441034000,92.23,Overall,"3,244.00",GT,3300,KW,3300.0
440116000,96.78,Overall,"3,437.00",GT,4050,KW,4050.0
412322340,91.5,Overall,,GRT,3309,KW,3309.0
440113000,120.75,Overall,"4,490.00",GT,4070,KW,4070.0
356636000,120.7,Overall,,GRT,4200,KW,4200.0
352796000,94.97,Overall,,GRT,4900,KW,4900.0
529096000,127.38,Overall,,GRT,5884,KW,5884.0
355643000,125.67,Overall,,GRT,5148,KW,5148.0
371100000,82.82,Overall,,GRT,1912,KW,1912.0
355813000,,Registered,"3,065.00",GT,3310,KW,3310.0
412203740,,Registered,"1,950.00",GT,1471,KW,1471.0
412203740,,Registered,"1,950.00",GT,1471,KW,1471.0
510021000,59,Overall,496,GT,1103,KW,1103.0
370070000,106.38,OVERALL,,GRT,6800,HP,5100.0
372594000,100.98,Overall,,GRT,6500,HP,4875.0
440057000,115,Overall,,GRT,6800,HP,5100.0
576728000,94.32,Overall,,GRT,4075,PS,3015.5
576728000,94.32,Overall,,GRT,4075,PS,3015.5
576728000,94.32,Overall,,GRT,4075,PS,3015.5
576728000,94.32,Overall,,GRT,4075,PS,3015.5
577105000,120.75,Overall,,GRT,2993,KW,2993.0
577105000,120.75,Overall,,GRT,2993,KW,2993.0
577105000,120.75,Overall,,GRT,2993,KW,2993.0
577105000,120.75,Overall,,GRT,2993,KW,2993.0
577105000,120.75,Overall,,GRT,2993,KW,2993.0
356065000,88.94,Overall,,GRT,2000,PS,1480.0
356065000,88.94,Overall,,GRT,2000,PS,1480.0
356065000,88.94,Overall,,GRT,2000,PS,1480.0
356065000,88.94,Overall,,GRT,2000,PS,1480.0
529120000,104,Overall,,GRT,3357,HP,2517.75
576270000,113.37,Overall,,GRT,4070,PS,3011.8
576270000,113.37,Overall,,GRT,4070,PS,3011.8
576270000,113.37,Overall,,GRT,4070,PS,3011.8
576270000,113.37,Overall,,GRT,4070,PS,3011.8
370981000,78.61,Overall,,GRT,4000,HP,3000.0
529767000,119.4,Overall,,GRT,3400,KW,3400.0
577106000,120.75,Overall,,GRT,2993,KW,2993.0
577106000,120.75,Overall,,GRT,2993,KW,2993.0
577106000,120.75,Overall,,GRT,2993,KW,2993.0
577106000,120.75,Overall,,GRT,2993,KW,2993.0
577106000,120.75,Overall,,GRT,2993,KW,2993.0
577102000,120.75,Overall,,GRT,2993,KW,2993.0
577102000,120.75,Overall,,GRT,2993,KW,2993.0
577102000,120.75,Overall,,GRT,2993,KW,2993.0
577102000,120.75,Overall,,GRT,2993,KW,2993.0
577102000,120.75,Overall,,GRT,2993,KW,2993.0
353937000,85.75,Overall,,GRT,4500,HP,3375.0
441690000,120.75,Overall,"4,519.00",GT,5600,HP,4200.0
529578000,86.09,Overall,"2,713.00",GT,1471,KW,1471.0
529578000,86.09,Overall,"2,713.00",GT,1471,KW,1471.0
356591000,114.85,Overall,,GRT,6200,KW,6200.0
441923000,99.02,Overall,"2,004.00",GT,5400,PS,3996.0
441759000,109,Overall,"4,428.00",GT,6500,PS,4810.0
353242000,124.5,Overall,,GRT,5950,HP,4462.5
353242000,124.5,Overall,,GRT,5950,HP,4462.5
355513000,110.22,Overall,,GRT,7200,HP,5400.0
441725000,110.03,Overall,,GRT,6500,PS,4810.0
440237000,100.98,Overall,"3,747.00",GT,4400,HP,3300.0
529529000,103.73,Overall,,GRT,3282,KW,3282.0
441720000,93.39,Overall,"2,623.00",GT,2000,PS,1480.0
441720000,93.39,Overall,"2,623.00",GT,2000,PS,1480.0
352247000,115,Overall,,GRT,6800,HP,5100.0
352475000,120.73,Overall,,GRT,4200,HP,3150.0
354683000,83.76,Overall,,GRT,2000,PS,1480.0
355295000,113.37,Overall,,GRT,4070,KW,4070.0
572641210,70.4,Overall,,GRT,1655,KW,1655.0
576687000,88.94,Overall,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,Overall,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,Overall,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,Overall,"2,581.00",GT,1471,KW,1471.0
576687000,88.94,Overall,"2,581.00",GT,1471,KW,1471.0
352844000,92.21,Overall,,GRT,3900,HP,2925.0
355966000,120.75,Overall,,GRT,5600,HP,4200.0
355874000,99.2,Overall,,GRT,5400,HP,4050.0
354874000,85.83,Overall,,GRT,3660,PS,2708.4
353185000,114.82,Overall,,GRT,2950,KW,2950.0
353185000,114.82,Overall,,GRT,2950,KW,2950.0
353185000,114.82,Overall,,GRT,2950,KW,2950.0
353185000,114.82,Overall,,GRT,2950,KW,2950.0
353185000,114.82,Overall,,GRT,2950,KW,2950.0
354493000,120.75,Overall,,GRT,3090,KW,3090.0
576419000,106.86,Overall,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,Overall,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,Overall,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,Overall,"3,802.00",GT,2942,KW,2942.0
576419000,106.86,Overall,"3,802.00",GT,2942,KW,2942.0
529567000,116.2,Overall,,GRT,6080,HP,4560.0
355802000,113.34,Overall,,GRT,5600,KW,5600.0
357020000,100.98,Overall,,GRT,6407,HP,4805.25
576276000,99.5,Overall,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,Overall,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,Overall,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,Overall,"3,822.00",GT,4000,PS,2960.0
576276000,99.5,Overall,"3,822.00",GT,4000,PS,2960.0
576277000,95.92,Overall,,GRT,2647,KW,2647.0
576277000,95.92,Overall,,GRT,2647,KW,2647.0
576277000,95.92,Overall,,GRT,2647,KW,2647.0
576277000,95.92,Overall,,GRT,2647,KW,2647.0
576277000,95.92,Overall,,GRT,2647,KW,2647.0
567046600,101.26,Overall,,GRT,2206,KW,2206.0
576732000,100.98,Overall,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,Overall,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,Overall,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,Overall,"3,936.00",GT,2942,KW,2942.0
576732000,100.98,Overall,"3,936.00",GT,2942,KW,2942.0
576420000,91.48,Overall,"3,050.00",GT,1471,KW,1471.0
576420000,91.48,Overall,"3,050.00",GT,1471,KW,1471.0
576420000,91.48,Overall,"3,050.00",GT,1471,KW,1471.0
576420000,91.48,Overall,"3,050.00",GT,1471,KW,1471.0
352533000,91.03,Overall,,GRT,5400,KW,5400.0
529650000,95.08,Overall,,GRT,3312,KW,3312.0
441240000,78.72,Overall,"1,488.00",GT,1470,KW,1470.0
441240000,78.72,Overall,"1,488.00",GT,1470,KW,1470.0
356889000,93.36,Overall,,GRT,3089,KW,3089.0
355199000,100.72,Overall,"3,767.00",GT,3089,HP,2316.75
577314000,120.2,Overall,,GRT,4120,KW,4120.0
548352100,,Registered,"1,239.00",GT,1800,HP,1350.0
529766000,96.98,Overall,,GRT,2427,KW,2427.0
567175000,81.73,Overall,,GRT,6,KW,6.0
355141000,93.88,Overall,,GRT,3315,HP,2486.25
352085000,124.7,Overall,,GRT,5150,KW,5150.0
576285000,105.37,Overall,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,Overall,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,Overall,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,Overall,"3,519.00",GT,2942,KW,2942.0
576285000,105.37,Overall,"3,519.00",GT,2942,KW,2942.0
354136000,97.7,Overall,,GRT,3200,KW,3200.0
576414000,94.65,Overall,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,Overall,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,Overall,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,Overall,"3,496.00",GT,2942,KW,2942.0
576414000,94.65,Overall,"3,496.00",GT,2942,KW,2942.0
413692650,77.02,Overall,"1,593.00",GT,1103,HP,827.25
413692650,77.02,Overall,"1,593.00",GT,1103,HP,827.25
200001140,77,Overall,"1,588.00",GT,1323,HP,992.25
200001140,77,Overall,"1,588.00",GT,1323,HP,992.25
529382000,120.2,Overall,,GRT,4120,KW,4120.0
529382000,120.2,Overall,,GRT,4120,KW,4120.0
529382000,120.2,Overall,,GRT,4120,KW,4120.0
529382000,120.2,Overall,,GRT,4120,KW,4120.0
529268000,112.9,Overall,,GRT,4560,KW,4560.0
452976810,110,Overall,,GRT,2942,KW,2942.0
529782000,181.6,Overall,,GRT,7168,KW,7168.0
529770000,102.39,Overall,,GRT,2426,KW,2426.0
529607000,80.68,Overall,,GRT,735,KW,735.0
371812000,140.44,Overall,,GRT,6863,KW,6863.0
371812000,140.44,Overall,,GRT,6863,KW,6863.0
353019000,102.81,Overall,,GRT,4450,PS,3293.0
353019000,102.81,Overall,,GRT,4450,PS,3293.0
529765000,105.6,Overall,,GRT,2880,HP,2160.0
529615000,80.76,Overall,,GRT,721,KW,721.0
416004268,23.95,Overall,97.66,GT,940,HP,705.0
355909000,70,Overall,,GRT,1342,KW,1342.0
416004246,35.7,Overall,188,GT,1032,HP,774.0
416004246,35.7,Overall,188,GT,1032,HP,774.0
371790000,100.98,Overall,,GRT,3550,KW,3550.0
529354000,107.96,Overall,,GRT,3501,KW,3501.0
273353640,,Registered,,GRT,4500,PS,3330.0
356514000,130.07,Overall,,GRT,7060,KW,7060.0
354716000,124.7,Overall,,GRT,5150,KW,5150.0
371335000,138.38,Overall,,GRT,8306,KW,8306.0
354469000,124.7,Overall,,GRT,5150,KW,5150.0
372910000,110.2,Overall,,GRT,7097,KW,7097.0
357788000,78.72,Overall,,GRT,1491,KW,1491.0
357788000,78.72,Overall,,GRT,1491,KW,1491.0
357788000,78.72,Overall,,GRT,1491,KW,1491.0
357788000,78.72,Overall,,GRT,1491,KW,1491.0
371596000,104,Overall,,GRT,3655,KW,3655.0
576328000,99.06,Overall,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,Overall,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,Overall,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,Overall,"3,989.00",GT,2998,KW,2998.0
576328000,99.06,Overall,"3,989.00",GT,2998,KW,2998.0
356386000,120.7,Overall,,GRT,5600,HP,4200.0
352545000,96.95,Overall,,GRT,2800,HP,2100.0
352545000,96.95,Overall,,GRT,2800,HP,2100.0
416004367,23.9,Overall,99,GT,940,HP,705.0
412420596,,Registered,345,GT,698,KW,698.0
412420596,,Registered,345,GT,698,KW,698.0
416001591,20.3,Overall,30.26,GT,380,HP,285.0
416001427,21.65,Overall,31.13,GT,545,HP,408.75
416000448,21.95,Overall,33.71,GT,425,HP,318.75
416004375,23.85,Overall,99.69,GT,940,HP,705.0
416004363,23.8,Overall,78,GT,750,HP,562.5
416002745,39.2,Overall,283,GT,1800,HP,1350.0
529466000,103.4,Overall,,GRT,4118,KW,4118.0
416004339,23.9,Overall,99.59,GT,940,HP,705.0
416004339,23.9,Overall,99.59,GT,940,HP,705.0
277397000,134,Overall,,GRT,7060,KW,7060.0
277397000,134,Overall,,GRT,7060,KW,7060.0
412371179,,Registered,577,GT,698,KW,698.0
412371179,,Registered,577,GT,698,KW,698.0
510054000,79.35,Overall,"1,788.00",GT,2795,KW,2795.0
577082000,107.88,Overall,,GRT,4413,KW,4413.0
577082000,107.88,Overall,,GRT,4413,KW,4413.0
441834000,116.78,Overall,"5,578.00",GT,7140,HP,5355.0
416239700,35.7,Overall,198,GT,1032,HP,774.0
416239700,35.7,Overall,198,GT,1032,HP,774.0
416004409,23.85,Overall,98.48,GT,940,HP,705.0
432856000,,Registered,,GRT,735,KW,735.0
432856000,,Registered,,GRT,735,KW,735.0
432856000,,Registered,,GRT,735,KW,735.0
432856000,,Registered,,GRT,735,KW,735.0
303137000,,REGISTERED,,GRT,4425,HP,3318.75
303137000,,REGISTERED,,GRT,4425,HP,3318.75
520241000,41.5,Overall,,GRT,610,KW,610.0
529777000,109.7,Overall,,GRT,2460,KW,2460.0
356567000,144.34,Overall,,GRT,10188,HP,7641.0
356567000,144.34,Overall,,GRT,10188,HP,7641.0
440217000,,Registered,"4,643.00",GT,5600,HP,4200.0
440217000,,Registered,"4,643.00",GT,5600,HP,4200.0
416004411,23.7,Overall,99.6,GT,940,HP,705.0
416368000,59.2,Overall,627,GT,1600,HP,1200.0
416368000,59.2,Overall,627,GT,1600,HP,1200.0
416368000,59.2,Overall,627,GT,1600,HP,1200.0
431678000,116.7,Overall,,GRT,6230,PS,4610.2
431678000,116.7,Overall,,GRT,6230,PS,4610.2
431678000,116.7,Overall,,GRT,6230,PS,4610.2
431678000,116.7,Overall,,GRT,6230,PS,4610.2
431678000,116.7,Overall,,GRT,6230,PS,4610.2
441166000,79.56,OVERALL,"1,014.00",GT,4503,HP,3377.25
441166000,79.56,OVERALL,"1,014.00",GT,4503,HP,3377.25
432850000,,Registered,,GRT,1800,KW,1800.0
416004427,23.95,Overall,99.76,GT,940,HP,705.0
416240800,35.7,Overall,198,GT,1032,HP,774.0
416240800,35.7,Overall,198,GT,1032,HP,774.0
367534310,,REGISTERED,,GRT,540,HP,405.0
367534310,,REGISTERED,,GRT,540,HP,405.0
412371181,66.18,Overall,"1,640.00",GT,2280,KW,2280.0
416238800,71.79,Overall,"1,428.00",GT,3600,HP,2700.0
416004421,23.9,Overall,99.75,GT,600,HP,450.0
416004421,23.9,Overall,99.75,GT,600,HP,450.0
520243000,40.5,Overall,,GRT,555,KW,555.0
416004418,23.8,Overall,98.98,GT,1032,HP,774.0
354036000,94.5,Overall,,GRT,1802,KW,1802.0
354036000,94.5,Overall,,GRT,1802,KW,1802.0
412420812,,BetweenPP,473,GT,1262,HP,946.5
412420812,,BetweenPP,473,GT,1262,HP,946.5
412328731,,Registered,"1,203.00",GT,2205,KW,2205.0
416004442,23.92,Overall,98.82,GT,939,HP,704.25
416240900,71.79,Overall,"1,428.00",GT,3600,HP,2700.0
441853000,79.56,OVERALL,"1,014.00",GT,4503,HP,3377.25
441853000,79.56,OVERALL,"1,014.00",GT,4503,HP,3377.25
432878000,,Registered,,GRT,736,KW,736.0
432878000,,Registered,,GRT,736,KW,736.0
432878000,,Registered,,GRT,736,KW,736.0
432878000,,Registered,,GRT,736,KW,736.0
432878000,,Registered,,GRT,736,KW,736.0
412328761,,Registered,270,GT,550,KW,550.0
412328759,,Registered,270,GT,550,KW,550.0
412328758,,Registered,270,GT,550,KW,550.0
412328757,,Registered,270,GT,550,KW,550.0
441220243,,Registered,270,GT,550,KW,550.0
412328755,,Registered,270,GT,550,KW,550.0
357497000,117.31,Overall,,GRT,5150,KW,5150.0
412371182,,Registered,"1,640.00",GT,2880,KW,2880.0
338622000,,REGISTERED,,GRT,3600,HP,2700.0
338622000,,REGISTERED,,GRT,3600,HP,2700.0
338622000,,REGISTERED,,GRT,3600,HP,2700.0
416004507,23.9,Overall,99.87,GT,940,HP,705.0
416004507,23.9,Overall,99.87,GT,940,HP,705.0
416004463,23.8,Overall,98.91,GT,1032,HP,774.0
441869000,32.57,Overall,173,GT,1000,HP,750.0
441869000,32.57,Overall,173,GT,1000,HP,750.0
416004469,23.8,Overall,99.8,GT,940,HP,705.0
540011500,24,Overall,120,GT,380,KW,380.0
352515000,138,Overall,,GRT,7890,KW,7890.0
352515000,138,Overall,,GRT,7890,KW,7890.0
529758000,78.88,Overall,,GRT,735,KW,735.0
359004000,82.83,Overall,"2,157.00",GT,4385,HP,3288.75
359004000,82.83,Overall,"2,157.00",GT,4385,HP,3288.75
359004000,82.83,Overall,"2,157.00",GT,4385,HP,3288.75
359003000,78.1,Overall,"2,058.00",GT,4407,HP,3305.25
359003000,78.1,Overall,"2,058.00",GT,4407,HP,3305.25
359003000,78.1,Overall,"2,058.00",GT,4407,HP,3305.25
359003000,78.1,Overall,"2,058.00",GT,4407,HP,3305.25
416004485,23.9,Overall,99.75,GT,940,HP,705.0
432896000,,Registered,,GRT,735,KW,735.0
432894000,,Registered,,GRT,736,KW,736.0
432894000,,Registered,,GRT,736,KW,736.0
432894000,,Registered,,GRT,736,KW,736.0
432894000,,Registered,,GRT,736,KW,736.0
432894000,,Registered,,GRT,736,KW,736.0
416242800,35.5,Overall,205,GT,1032,HP,774.0
416242800,35.5,Overall,205,GT,1032,HP,774.0
373443000,112.39,Overall,,GRT,8922,,
373443000,112.39,Overall,,GRT,8922,,
355317000,79.83,Overall,,GRT,2207,KW,2207.0
357805000,141.99,Overall,,GRT,4437,KW,4437.0
352349000,125.01,Overall,,GRT,9600,KW,9600.0
352349000,125.01,Overall,,GRT,9600,KW,9600.0
518100015,112,Overall,,GRT,4200,KW,4200.0
412460002,,Registered,268,GT,426,KW,426.0
441220316,47.99,Overall,577,GT,735,KW,735.0
441220316,47.99,Overall,577,GT,735,KW,735.0
432907000,,Registered,,GRT,735,KW,735.0
432907000,,Registered,,GRT,735,KW,735.0
416004582,23.95,Overall,99.75,GT,940,HP,705.0
245973000,117.3,Overall,,GRT,4900,HP,3675.0
245973000,117.3,Overall,,GRT,4900,HP,3675.0
245973000,117.3,Overall,,GRT,4900,HP,3675.0
529604000,79.77,Overall,,GRT,2206,KW,2206.0
412460075,,Registered,296,GT,596,KW,596.0
412460075,,Registered,296,GT,596,KW,596.0
540010700,19,Overall,67,GT,338,KW,338.0
540010800,18,Overall,67,GT,338,KW,338.0
416004583,23.9,Overall,99.76,GT,940,HP,705.0
416004583,23.9,Overall,99.76,GT,940,HP,705.0
412283999,,Registered,625,GT,1176,KW,1176.0
412283999,,Registered,625,GT,1176,KW,1176.0
412283999,,Registered,625,GT,1176,KW,1176.0
412329403,,Registered,357,GT,735,KW,735.0
412329403,,Registered,357,GT,735,KW,735.0
441922000,118,OVERALL,,GRT,2880,KW,2880.0
432924000,,Registered,,GRT,736,KW,736.0
432924000,,Registered,,GRT,736,KW,736.0
432924000,,Registered,,GRT,736,KW,736.0
432924000,,Registered,,GRT,736,KW,736.0
432918000,,Registered,,GRT,736,KW,736.0
432918000,,Registered,,GRT,736,KW,736.0
432918000,,Registered,,GRT,736,KW,736.0
432918000,,Registered,,GRT,736,KW,736.0
432918000,,Registered,,GRT,736,KW,736.0
416004594,23.9,Overall,99.25,GT,1000,HP,750.0
416004594,23.9,Overall,99.25,GT,1000,HP,750.0
416004624,23.9,Overall,99.82,GT,940,HP,705.0
370599000,127.81,Overall,,GRT,4550,KW,4550.0
370599000,127.81,Overall,,GRT,4550,KW,4550.0
370599000,127.81,Overall,,GRT,4550,KW,4550.0
370599000,127.81,Overall,,GRT,4550,KW,4550.0
370599000,127.81,Overall,,GRT,4550,KW,4550.0
577132000,134.15,Overall,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,Overall,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,Overall,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,Overall,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,Overall,"6,558.00",GT,4550,KW,4550.0
577132000,134.15,Overall,"6,558.00",GT,4550,KW,4550.0
553111690,,Registered,,GRT,4500,HP,3375.0
432914000,,Registered,,GRT,736,KW,736.0
432914000,,Registered,,GRT,736,KW,736.0
432914000,,Registered,,GRT,736,KW,736.0
432914000,,Registered,,GRT,736,KW,736.0
352241000,120.75,Overall,,GRT,2993,KW,2993.0
352241000,120.75,Overall,,GRT,2993,KW,2993.0
352241000,120.75,Overall,,GRT,2993,KW,2993.0
352241000,120.75,Overall,,GRT,2993,KW,2993.0
352241000,120.75,Overall,,GRT,2993,KW,2993.0
367571490,,REGISTERED,,GRT,1200,HP,900.0
367571490,,REGISTERED,,GRT,1200,HP,900.0
440097000,124,Overall,"5,469.00",GT,7000,PS,5180.0
432936000,,Registered,,GRT,735,KW,735.0
432936000,,Registered,,GRT,735,KW,735.0
432936000,,Registered,,GRT,735,KW,735.0
432936000,,Registered,,GRT,735,KW,735.0
432899000,,Registered,,GRT,1641,KW,1641.0
432899000,,Registered,,GRT,1641,KW,1641.0
529771000,69.95,Overall,,GRT,1323,KW,1323.0
412420851,,Registered,460,GT,735,KW,735.0
412420851,,Registered,460,GT,735,KW,735.0
244820009,117,Overall,,GRT,4902,,
244820009,117,Overall,,GRT,4902,,
244820009,117,Overall,,GRT,4902,,
432942000,,Registered,,GRT,736,KW,736.0
432942000,,Registered,,GRT,736,KW,736.0
432942000,,Registered,,GRT,736,KW,736.0
432942000,,Registered,,GRT,736,KW,736.0
416003600,53.7,Overall,535,GT,1100,HP,825.0
416003600,53.7,Overall,535,GT,1100,HP,825.0
412420875,,Registered,473,GT,928,KW,928.0
412420875,,Registered,473,GT,928,KW,928.0
412420877,,Registered,473,GT,928,KW,928.0
412420877,,Registered,473,GT,928,KW,928.0
553111698,71.79,Overall,,GRT,2647,KW,2647.0
412460281,,Registered,302,GT,890,KW,890.0
412460281,,Registered,302,GT,890,KW,890.0
412460282,,Registered,302,GT,890,KW,890.0
412460282,,Registered,302,GT,890,KW,890.0
412460283,,Registered,302,GT,890,KW,890.0
412460283,,Registered,302,GT,890,KW,890.0
412460284,,Registered,302,GT,890,KW,890.0
412460284,,Registered,302,GT,890,KW,890.0
412420896,,BetweenPP,462,GT,720,KW,720.0
412420896,,BetweenPP,462,GT,720,KW,720.0
412420901,,BetweenPP,462,GT,720,KW,720.0
412420901,,BetweenPP,462,GT,720,KW,720.0
412420903,,BetweenPP,462,GT,720,KW,720.0
412420903,,BetweenPP,462,GT,720,KW,720.0
416004648,23.95,Overall,99,GT,1032,HP,774.0
431135000,,Registered,684,GT,735,KW,735.0
431135000,,Registered,684,GT,735,KW,735.0
431135000,,Registered,684,GT,735,KW,735.0
431135000,,Registered,684,GT,735,KW,735.0
412460285,,Registered,302,GT,850,KW,850.0
412460285,,Registered,302,GT,850,KW,850.0
412460286,,Registered,302,GT,850,KW,850.0
412460286,,Registered,302,GT,850,KW,850.0
412460287,,Registered,302,GT,850,KW,850.0
412460287,,Registered,302,GT,850,KW,850.0
412460288,,Registered,302,GT,850,KW,850.0
412460288,,Registered,302,GT,850,KW,850.0
412460289,,Registered,302,GT,850,KW,850.0
412460289,,Registered,302,GT,850,KW,850.0
416004675,23.9,Overall,99.68,GT,1032,HP,774.0
412460115,,Registered,296,GT,596,KW,596.0
441930000,79.56,OVERALL,"1,016.00",GT,4500,HP,3375.0
553111712,70.59,Overall,,GRT,2674,KW,2674.0
412420906,,Registered,461,GT,810,KW,810.0
412420906,,Registered,461,GT,810,KW,810.0
412460029,,Registered,619,GT,735,KW,735.0
412460029,,Registered,619,GT,735,KW,735.0
412460299,,Registered,619,GT,735,KW,735.0
412460299,,Registered,619,GT,735,KW,735.0
416004687,23.9,Overall,99.68,GT,1032,HP,774.0
412420891,,Registered,462,GT,735,KW,735.0
412420891,,Registered,462,GT,735,KW,735.0
352784000,125.03,Overall,,GRT,9600,KW,9600.0
352784000,125.03,Overall,,GRT,9600,KW,9600.0
412420892,,Registered,496,GT,1029,KW,1029.0
412420892,,Registered,496,GT,1029,KW,1029.0
212121212,,Registered,496,GT,1029,KW,1029.0
212121212,,Registered,496,GT,1029,KW,1029.0
212121212,,Registered,496,GT,1029,KW,1029.0
412209183,,Registered,558,GT,735,KW,735.0
412209183,,Registered,558,GT,735,KW,735.0
357735000,127.38,Overall,,GRT,9600,,
357735000,127.38,Overall,,GRT,9600,,
440257000,117.31,Overall,,GRT,7000,HP,5250.0
576689000,141,Overall,,GRT,10550,HP,7912.5
576689000,141,Overall,,GRT,10550,HP,7912.5
576711000,141.58,Overall,,GRT,9600,HP,7200.0
576711000,141.58,Overall,,GRT,9600,HP,7200.0
440053000,79.56,OVERALL,"1,016.00",GT,4500,HP,3375.0
416245700,23.95,Overall,99.17,GT,940,HP,705.0
432943000,,Registered,,GRT,735,KW,735.0
432943000,,Registered,,GRT,735,KW,735.0
432943000,,Registered,,GRT,735,KW,735.0
432943000,,Registered,,GRT,735,KW,735.0
353981000,143.3,Overall,,GRT,15600,KW,15600.0
353981000,143.3,Overall,,GRT,15600,KW,15600.0
353306000,127.38,Overall,,GRT,9600,KW,9600.0
353306000,127.38,Overall,,GRT,9600,KW,9600.0
416004704,18.4,Overall,25.19,GT,450,HP,337.5
412371194,75.34,Overall,"1,792.00",GT,2648,KW,2648.0
432966000,,Registered,,GRT,2647,KW,2647.0
432962000,,Registered,,GRT,736,KW,736.0
432962000,,Registered,,GRT,736,KW,736.0
432962000,,Registered,,GRT,736,KW,736.0
432962000,,Registered,,GRT,736,KW,736.0
432962000,,Registered,,GRT,736,KW,736.0
440104000,70.76,OVERALL,"1,016.00",GT,4870,HP,3652.5
432971000,,Registered,,GRT,736,KW,736.0
432971000,,Registered,,GRT,736,KW,736.0
432971000,,Registered,,GRT,736,KW,736.0
432971000,,Registered,,GRT,736,KW,736.0
548051500,,Registered,"1,100.00",GT,2647,KW,2647.0
351747000,126.39,Overall,,GRT,9600,KW,9600.0
351747000,126.39,Overall,,GRT,9600,KW,9600.0
440220000,94,Overall,,GRT,2800,HP,2100.0
440220000,94,Overall,,GRT,2800,HP,2100.0
351350000,113.16,Overall,,GRT,3900,KW,3900.0
440214000,136.83,overall,"5,893.00",GT,6350,PS,4699.0
432987000,,Registered,,GRT,735,KW,735.0
432987000,,Registered,,GRT,735,KW,735.0
432987000,,Registered,,GRT,735,KW,735.0
432987000,,Registered,,GRT,735,KW,735.0
432987000,,Registered,,GRT,735,KW,735.0
440222000,108.02,Overall,"3,696.00",GT,3603,KW,3603.0
412480433,,BetweenPP,122,GT,198,KW,198.0
577161000,,Registered,,GRT,2700,KW,2700.0
577161000,,Registered,,GRT,2700,KW,2700.0
412460296,,Registered,295,GT,500,KW,500.0
412460297,,Registered,295,GT,500,KW,500.0
432984000,,Registered,,GRT,736,KW,736.0
432984000,,Registered,,GRT,736,KW,736.0
432984000,,Registered,,GRT,736,KW,736.0
432984000,,Registered,,GRT,736,KW,736.0
432955000,,Registered,,GRT,735,KW,735.0
432955000,,Registered,,GRT,735,KW,735.0
432955000,,Registered,,GRT,735,KW,735.0
432955000,,Registered,,GRT,735,KW,735.0
432955000,,Registered,,GRT,735,KW,735.0
440241000,119.15,Overall,"4,273.00",GT,6080,PS,4499.2
412371197,49.3,Overall,411,GT,596,KW,596.0
412371197,49.3,Overall,411,GT,596,KW,596.0
412371198,49.3,Overall,411,GT,596,KW,596.0
412371198,49.3,Overall,411,GT,596,KW,596.0
416247500,23.9,Overall,99.13,GT,940,HP,705.0
412209233,,BetweenPP,271,GT,810,KW,810.0
412331029,,Registered,698,GT,1176,KW,1176.0
412331029,,Registered,698,GT,1176,KW,1176.0
412331031,,Registered,698,GT,1176,KW,1176.0
412331031,,Registered,698,GT,1176,KW,1176.0
416004759,38.1,Overall,273,GT,1032,HP,774.0
416004759,38.1,Overall,273,GT,1032,HP,774.0
412420911,,Registered,461,GT,735,KW,735.0
412420911,,Registered,461,GT,735,KW,735.0
