mmsi,start_time,end_time,is_fishing
231036000,2011-01-01T00:06:12Z,2011-01-03T05:47:26Z,1
231036000,2011-01-03T07:07:59Z,2011-01-03T09:01:05Z,0
231036000,2011-01-03T10:22:30Z,2011-01-03T10:35:32Z,1
231036000,2011-01-03T11:54:21Z,2011-01-05T22:30:05Z,0
231036000,2011-01-06T03:06:51Z,2011-01-06T03:17:21Z,1
231036000,2011-01-06T04:37:11Z,2011-01-06T08:15:02Z,0
231036000,2011-01-06T09:38:28Z,2011-01-07T11:45:58Z,1
231036000,2011-01-07T13:02:30Z,2011-01-16T12:44:07Z,0
231036000,2011-01-16T23:54:39Z,2011-01-17T12:57:58Z,1
231036000,2011-01-18T03:29:17Z,2011-02-04T15:03:43Z,0
231036000,2011-02-05T04:00:56Z,2011-02-05T05:48:45Z,1
231036000,2011-02-05T11:55:06Z,2011-02-22T15:31:51Z,0
231036000,2011-02-23T03:09:00Z,2011-02-23T03:21:25Z,1
231036000,2011-02-23T04:22:12Z,2011-02-23T15:47:34Z,0
231036000,2011-02-24T04:37:25Z,2011-02-24T04:54:24Z,1
231036000,2011-02-24T06:15:11Z,2011-02-27T23:30:37Z,0
231036000,2011-02-28T05:52:23Z,2011-02-28T07:39:39Z,1
231036000,2011-02-28T09:08:18Z,2011-05-23T14:18:57Z,0
231036000,2011-05-24T04:57:07Z,2011-05-25T03:51:12Z,1
231036000,2011-05-29T04:49:03Z,2011-05-29T05:01:34Z,0
231036000,2011-05-29T14:13:07Z,2011-05-31T05:34:53Z,1
231036000,2011-05-31T14:13:27Z,2011-06-01T07:27:12Z,0
231036000,2011-06-05T05:14:24Z,2011-06-05T05:21:12Z,1
231036000,2011-06-06T05:35:44Z,2011-06-09T14:32:31Z,0
231036000,2011-06-14T14:15:20Z,2011-06-14T14:24:25Z,1
231036000,2011-06-15T04:59:46Z,2011-06-15T14:37:07Z,0
231036000,2011-06-16T08:29:12Z,2011-06-16T14:52:43Z,1
231036000,2011-06-17T03:54:48Z,2011-06-19T04:46:05Z,0
231036000,2011-06-22T14:53:12Z,2011-06-26T14:35:32Z,1
231036000,2011-06-27T05:09:59Z,2011-06-27T05:28:25Z,0
